q_A^-1,E_v_eV,E_c1_eV,E_c2_eV,E_c3_eV
-4.589999999999999636e-02,-4.899601870596514974e-03,2.145943789640675919e-02,2.310130552986437019e-02,2.310130552986437019e-02
-4.560000000000000164e-02,-4.444888787144350706e-03,2.144042262200784865e-02,2.306089807176668616e-02,2.306089807176668616e-02
-4.530000000000000693e-02,-3.993157428829580136e-03,2.142153203793287219e-02,2.302075558060735078e-02,2.302075558060735078e-02
-4.500000000000001221e-02,-3.544407795652196325e-03,2.140276614418181594e-02,2.298087805638636405e-02,2.298087805638636405e-02
-4.470000000000001750e-02,-3.098639887612192334e-03,2.138412494075468684e-02,2.294126549910371904e-02,2.294126549910371904e-02
-4.439999999999999503e-02,-2.655853704709561225e-03,2.136560842765148488e-02,2.290191790875941574e-02,2.290191790875941574e-02
-4.410000000000000031e-02,-2.216049246944344631e-03,2.134721660487221701e-02,2.286283528535346110e-02,2.286283528535346110e-02
-4.380000000000000560e-02,-1.779226514316528673e-03,2.132894947241686934e-02,2.282401762888585511e-02,2.282401762888584817e-02
-4.350000000000001088e-02,-1.345385506826099475e-03,2.131080703028544882e-02,2.278546493935659084e-02,2.278546493935659084e-02
-4.320000000000001616e-02,-9.145262244730674450e-04,2.129278927847796238e-02,2.274717721676566828e-02,2.274717721676566828e-02
-4.289999999999999369e-02,-4.866486672573805405e-04,2.127489621699439615e-02,2.270915446111309438e-02,2.270915446111309438e-02
-4.259999999999999898e-02,-6.175283517912896758e-05,2.125712784583475706e-02,2.267139667239886913e-02,2.267139667239886913e-02
-4.230000000000000426e-02,3.601612717617323767e-04,2.123948416499905206e-02,2.263390385062298560e-02,2.263390385062298560e-02
-4.200000000000000955e-02,7.790936535652034922e-04,2.122196517448727421e-02,2.259667599578545072e-02,2.259667599578545072e-02
-4.170000000000001483e-02,1.195044310231284379e-03,2.120457087429941656e-02,2.255971310788626449e-02,2.255971310788625755e-02
-4.139999999999999236e-02,1.608013241760006262e-03,2.118730126443548606e-02,2.252301518692541304e-02,2.252301518692541304e-02
-4.109999999999999765e-02,2.018000448151306692e-03,2.117015634489548964e-02,2.248658223290291719e-02,2.248658223290291719e-02
-4.080000000000000293e-02,2.425005929405213423e-03,2.115313611567941343e-02,2.245041424581876305e-02,2.245041424581875611e-02
-4.050000000000000822e-02,2.829029685521733395e-03,2.113624057678727131e-02,2.241451122567295062e-02,2.241451122567295062e-02
-4.020000000000001350e-02,3.230071716500852730e-03,2.111946972821905633e-02,2.237887317246548685e-02,2.237887317246548685e-02
-3.990000000000001878e-02,3.628132022342578367e-03,2.110282356997476155e-02,2.234350008619637173e-02,2.234350008619637173e-02
-3.959999999999999631e-02,4.023210603046965816e-03,2.108630210205440086e-02,2.230839196686559833e-02,2.230839196686559833e-02
-3.930000000000000160e-02,4.415307458613910996e-03,2.106990532445796038e-02,2.227354881447316665e-02,2.227354881447316665e-02
-3.900000000000000688e-02,4.804422589043469416e-03,2.105363323718545399e-02,2.223897062901909055e-02,2.223897062901909055e-02
-3.870000000000001217e-02,5.190555994335641077e-03,2.103748584023687473e-02,2.220465741050334924e-02,2.220465741050334924e-02
-3.840000000000001745e-02,5.573707674490412101e-03,2.102146313361221569e-02,2.217060915892596351e-02,2.217060915892596351e-02
-3.809999999999999498e-02,5.953877629507831060e-03,2.100556511731149073e-02,2.213682587428691256e-02,2.213682587428691256e-02
-3.780000000000000027e-02,6.331065859387821626e-03,2.098979179133469292e-02,2.210330755658621721e-02,2.210330755658621721e-02
-3.750000000000000555e-02,6.705272364130432372e-03,2.097414315568181531e-02,2.207005420582386357e-02,2.207005420582386357e-02
-3.720000000000001084e-02,7.076497143735635542e-03,2.095861921035287179e-02,2.203706582199985164e-02,2.203706582199985164e-02
-3.690000000000001612e-02,7.444740198203458892e-03,2.094321995534785541e-02,2.200434240511418837e-02,2.200434240511418837e-02
-3.659999999999999365e-02,7.810001527533916299e-03,2.092794539066675924e-02,2.197188395516686682e-02,2.197188395516686682e-02
-3.629999999999999893e-02,8.172281131726959191e-03,2.091279551630959715e-02,2.193969047215789392e-02,2.193969047215789392e-02
-3.600000000000000422e-02,8.531579010782608385e-03,2.089777033227636222e-02,2.190776195608726967e-02,2.190776195608726967e-02
-3.570000000000000950e-02,8.887895164700856943e-03,2.088286983856705442e-02,2.187609840695498714e-02,2.187609840695498714e-02
-3.540000000000001479e-02,9.241229593481725679e-03,2.086809403518167377e-02,2.184469982476105326e-02,2.184469982476105326e-02
-3.509999999999999232e-02,9.591582297125228473e-03,2.085344292212021333e-02,2.181356620950546110e-02,2.181356620950546110e-02
-3.479999999999999760e-02,9.938953275631309814e-03,2.083891649938268698e-02,2.178269756118821759e-02,2.178269756118821066e-02
-3.450000000000000289e-02,1.028334252899999746e-02,2.082451476696908776e-02,2.175209387980931580e-02,2.175209387980931580e-02
-3.420000000000000817e-02,1.062475005723129140e-02,2.081023772487941570e-02,2.172175516536876266e-02,2.172175516536876266e-02
-3.390000000000001346e-02,1.096317586032520552e-02,2.079608537311367078e-02,2.169168141786655124e-02,2.169168141786655124e-02
-3.360000000000001874e-02,1.129861993828171901e-02,2.078205771167185301e-02,2.166187263730268847e-02,2.166187263730268847e-02
-3.329999999999999627e-02,1.163108229110088043e-02,2.076815474055396238e-02,2.163232882367716742e-02,2.163232882367716742e-02
-3.300000000000000155e-02,1.196056291878260652e-02,2.075437645975999890e-02,2.160304997698999502e-02,2.160304997698999502e-02
-3.270000000000000684e-02,1.228706182132694585e-02,2.074072286928996256e-02,2.157403609724117127e-02,2.157403609724117127e-02
-3.240000000000001212e-02,1.261057899873389843e-02,2.072719396914385337e-02,2.154528718443068924e-02,2.154528718443068924e-02
-3.210000000000001741e-02,1.293111445100346424e-02,2.071378975932167132e-02,2.151680323855855587e-02,2.151680323855855587e-02
-3.179999999999999494e-02,1.324866817813565717e-02,2.070051023982341643e-02,2.148858425962475727e-02,2.148858425962475727e-02
-3.150000000000000022e-02,1.356324018013042865e-02,2.068735541064908867e-02,2.146063024762931426e-02,2.146063024762931426e-02
-3.120000000000000551e-02,1.387483045698782030e-02,2.067432527179868806e-02,2.143294120257221297e-02,2.143294120257221297e-02
-3.090000000000001079e-02,1.418343900870781826e-02,2.066141982327221460e-02,2.140551712445346033e-02,2.140551712445346033e-02
-3.060000000000001608e-02,1.448906583529041558e-02,2.064863906506967522e-02,2.137835801327305635e-02,2.137835801327304941e-02
-3.029999999999999361e-02,1.479171093673566084e-02,2.063598299719105605e-02,2.135146386903098714e-02,2.135146386903098714e-02
-2.999999999999999889e-02,1.509137431304347771e-02,2.062345161963636403e-02,2.132483469172726659e-02,2.132483469172726659e-02
-2.970000000000000417e-02,1.538805596421390781e-02,2.061104493240559915e-02,2.129847048136189469e-02,2.129847048136189469e-02
-2.940000000000000946e-02,1.568175589024695116e-02,2.059876293549876142e-02,2.127237123793487145e-02,2.127237123793487145e-02
-2.910000000000001474e-02,1.597247409114259387e-02,2.058660562891585083e-02,2.124653696144618992e-02,2.124653696144618992e-02
-2.880000000000002003e-02,1.626021056690084982e-02,2.057457301265687433e-02,2.122096765189585704e-02,2.122096765189585704e-02
-2.849999999999999756e-02,1.654496531752173982e-02,2.056266508672181803e-02,2.119566330928385894e-02,2.119566330928385894e-02
-2.820000000000000284e-02,1.682673834300521531e-02,2.055088185111068888e-02,2.117062393361021644e-02,2.117062393361021644e-02
-2.790000000000000813e-02,1.710552964335129711e-02,2.053922330582348688e-02,2.114584952487491565e-02,2.114584952487491565e-02
-2.760000000000001341e-02,1.738133921855998520e-02,2.052768945086021896e-02,2.112134008307796351e-02,2.112134008307796351e-02
-2.730000000000001870e-02,1.765416706863128654e-02,2.051628028622087124e-02,2.109709560821935309e-02,2.109709560821935309e-02
-2.699999999999999623e-02,1.792401319356522194e-02,2.050499581190545068e-02,2.107311610029909132e-02,2.107311610029909132e-02
-2.670000000000000151e-02,1.819087759336173588e-02,2.049383602791396419e-02,2.104940155931717127e-02,2.104940155931717127e-02
-2.640000000000000679e-02,1.845476026802086306e-02,2.048280093424639792e-02,2.102595198527359988e-02,2.102595198527359988e-02
-2.610000000000001208e-02,1.871566121754259654e-02,2.047189053090276573e-02,2.100276737816837019e-02,2.100276737816837019e-02
-2.580000000000001736e-02,1.897358044192694326e-02,2.046110481788305374e-02,2.097984773800148917e-02,2.097984773800148917e-02
-2.549999999999999489e-02,1.922851794117391711e-02,2.045044379518726890e-02,2.095719306477294985e-02,2.095719306477294985e-02
-2.520000000000000018e-02,1.948047371528347643e-02,2.043990746281541815e-02,2.093480335848275919e-02,2.093480335848275919e-02
-2.490000000000000546e-02,1.972944776425564900e-02,2.042949582076748760e-02,2.091267861913091719e-02,2.091267861913091719e-02
-2.460000000000001075e-02,1.997544008809042787e-02,2.041920886904349114e-02,2.089081884671741690e-02,2.089081884671741690e-02
-2.430000000000001603e-02,2.021845068678781304e-02,2.040904660764341488e-02,2.086922404124226527e-02,2.086922404124226527e-02
-2.399999999999999356e-02,2.045847956034783227e-02,2.039900903656727271e-02,2.084789420270545535e-02,2.084789420270545535e-02
-2.369999999999999885e-02,2.069552670877043699e-02,2.038909615581505075e-02,2.082682933110698714e-02,2.082682933110698714e-02
-2.340000000000000413e-02,2.092959213205564800e-02,2.037930796538676287e-02,2.080602942644687453e-02,2.080602942644687453e-02
-2.310000000000000941e-02,2.116067583020347226e-02,2.036964446528240213e-02,2.078549448872509670e-02,2.078549448872509670e-02
-2.280000000000001470e-02,2.138877780321390282e-02,2.036010565550196161e-02,2.076522451794167445e-02,2.076522451794167445e-02
-2.250000000000001998e-02,2.161389805108693968e-02,2.035069153604545517e-02,2.074521951409659393e-02,2.074521951409659393e-02
-2.219999999999999751e-02,2.183603657382261060e-02,2.034140210691286893e-02,2.072547947718985512e-02,2.072547947718985512e-02
-2.190000000000000280e-02,2.205519337142086700e-02,2.033223736810421678e-02,2.070600440722146496e-02,2.070600440722146496e-02
-2.160000000000000808e-02,2.227136844388172970e-02,2.032319731961949177e-02,2.068679430419141652e-02,2.068679430419141652e-02
-2.130000000000001337e-02,2.248456179120520565e-02,2.031428196145868698e-02,2.066784916809971673e-02,2.066784916809971673e-02
-2.100000000000001865e-02,2.269477341339128790e-02,2.030549129362181626e-02,2.064916899894636559e-02,2.064916899894636559e-02
-2.069999999999999618e-02,2.290200331044000420e-02,2.029682531610887269e-02,2.063075379673135618e-02,2.063075379673134924e-02
-2.040000000000000147e-02,2.310625148235130599e-02,2.028828402891985627e-02,2.061260356145468847e-02,2.061260356145468847e-02
-2.010000000000000675e-02,2.330751792912521408e-02,2.027986743205476006e-02,2.059471829311636942e-02,2.059471829311636942e-02
-1.980000000000001203e-02,2.350580265076172848e-02,2.027157552551359793e-02,2.057709799171639903e-02,2.057709799171639903e-02
-1.950000000000001732e-02,2.370110564726085611e-02,2.026340830929636294e-02,2.055974265725477035e-02,2.055974265725477035e-02
-1.919999999999999485e-02,2.389342691862261087e-02,2.025536578340305510e-02,2.054265228973149032e-02,2.054265228973149032e-02
-1.890000000000000013e-02,2.408276646484695804e-02,2.024744794783367441e-02,2.052582688914655201e-02,2.052582688914655201e-02
-1.860000000000000542e-02,2.426912428593391152e-02,2.023965480258821392e-02,2.050926645549996236e-02,2.050926645549996236e-02
-1.830000000000001070e-02,2.445250038188347130e-02,2.023198634766668752e-02,2.049297098879171442e-02,2.049297098879171442e-02
-1.800000000000001599e-02,2.463289475269564432e-02,2.022444258306908826e-02,2.047694048902181513e-02,2.047694048902181513e-02
-1.770000000000002127e-02,2.481030739837042365e-02,2.021702350879541615e-02,2.046117495619026450e-02,2.046117495619026450e-02
-1.739999999999999880e-02,2.498473831890782315e-02,2.020972912484567119e-02,2.044567439029705558e-02,2.044567439029705558e-02
-1.710000000000000409e-02,2.515618751430782202e-02,2.020255943121985337e-02,2.043043879134218838e-02,2.043043879134218838e-02
-1.680000000000000937e-02,2.532465498457042719e-02,2.019551442791796270e-02,2.041546815932566983e-02,2.041546815932566983e-02
-1.650000000000001465e-02,2.549014072969564559e-02,2.018859411493999917e-02,2.040076249424749993e-02,2.040076249424749993e-02
-1.620000000000001994e-02,2.565264474968346337e-02,2.018179849228596279e-02,2.038632179610767176e-02,2.038632179610767176e-02
-1.589999999999999747e-02,2.581216704453391519e-02,2.017512755995585355e-02,2.037214606490619223e-02,2.037214606490619223e-02
-1.560000000000000275e-02,2.596870761424695251e-02,2.016858131794967146e-02,2.035823530064305442e-02,2.035823530064305442e-02
-1.530000000000000804e-02,2.612226645882260306e-02,2.016215976626741652e-02,2.034458950331826527e-02,2.034458950331826527e-02
-1.500000000000001332e-02,2.627284357826085992e-02,2.015586290490908872e-02,2.033120867293181783e-02,2.033120867293181783e-02
-1.470000000000001861e-02,2.642043897256173002e-02,2.014969073387468806e-02,2.031809280948371904e-02,2.031809280948371904e-02
-1.439999999999999614e-02,2.656505264172522029e-02,2.014364325316421456e-02,2.030524191297396197e-02,2.030524191297396197e-02
-1.410000000000000142e-02,2.670668458575130300e-02,2.013772046277766820e-02,2.029265598340255355e-02,2.029265598340255355e-02
-1.380000000000000671e-02,2.684533480463999894e-02,2.013192236271505592e-02,2.028033502076948685e-02,2.028033502076948685e-02
-1.350000000000001199e-02,2.698100329839130118e-02,2.012624895297636385e-02,2.026827902507476881e-02,2.026827902507476881e-02
-1.320000000000001728e-02,2.711369006700520973e-02,2.012070023356159892e-02,2.025648799631839941e-02,2.025648799631839941e-02
-1.289999999999999480e-02,2.724339511048173845e-02,2.011527620447076115e-02,2.024496193450037174e-02,2.024496193450037174e-02
-1.260000000000000009e-02,2.737011842882086654e-02,2.010997686570385051e-02,2.023370083962069271e-02,2.023370083962069271e-02
-1.230000000000000537e-02,2.749386002202260787e-02,2.010480221726087396e-02,2.022270471167935540e-02,2.022270471167935540e-02
-1.200000000000001066e-02,2.761461989008694856e-02,2.009975225914181762e-02,2.021197355067635981e-02,2.021197355067635981e-02
-1.170000000000001594e-02,2.773239803301390249e-02,2.009482699134668843e-02,2.020150735661171981e-02,2.020150735661171981e-02
-1.140000000000002123e-02,2.784719445080346967e-02,2.009002641387549332e-02,2.019130612948541459e-02,2.019130612948541459e-02
-1.109999999999999876e-02,2.795900914345565008e-02,2.008535052672821841e-02,2.018136986929746496e-02,2.018136986929746496e-02
-1.080000000000000404e-02,2.806784211097042986e-02,2.008079932990487065e-02,2.017169857604785010e-02,2.017169857604785010e-02
-1.050000000000000933e-02,2.817369335334782288e-02,2.007637282340545004e-02,2.016229224973659084e-02,2.016229224973659084e-02
-1.020000000000001461e-02,2.827656287058782220e-02,2.007207100722996351e-02,2.015315089036367330e-02,2.015315089036367330e-02
-9.900000000000019895e-03,2.837645066269042782e-02,2.006789388137839719e-02,2.014427449792909747e-02,2.014427449792909747e-02
-9.599999999999997424e-03,2.847335672965565362e-02,2.006384144585076496e-02,2.013566307243287029e-02,2.013566307243287029e-02
-9.300000000000002709e-03,2.856728107148347878e-02,2.005991370064705293e-02,2.012731661387499177e-02,2.012731661387499177e-02
-9.000000000000007994e-03,2.865822368817391025e-02,2.005611064576726804e-02,2.011923512225545496e-02,2.011923512225545496e-02
-8.700000000000013278e-03,2.874618457972695496e-02,2.005243228121141724e-02,2.011141859757425987e-02,2.011141859757425987e-02
-8.400000000000018563e-03,2.883116374614259902e-02,2.004887860697948665e-02,2.010386703983142037e-02,2.010386703983142037e-02
-8.099999999999996092e-03,2.891316118742087021e-02,2.004544962307149014e-02,2.009658044902691565e-02,2.009658044902691565e-02
-7.800000000000001377e-03,2.899217690356174076e-02,2.004214532948741384e-02,2.008955882516075958e-02,2.008955882516075958e-02
-7.500000000000006661e-03,2.906821089456521762e-02,2.003896572622727162e-02,2.008280216823295217e-02,2.008280216823295217e-02
-7.200000000000011946e-03,2.914126316043130077e-02,2.003591081329105655e-02,2.007631047824348647e-02,2.007631047824348647e-02
-6.900000000000017231e-03,2.921133370115999717e-02,2.003298059067876169e-02,2.007008375519236942e-02,2.007008375519236942e-02
-6.599999999999994760e-03,2.927842251675130680e-02,2.003017505839040091e-02,2.006412199907960103e-02,2.006412199907960103e-02
-6.300000000000000044e-03,2.934252960720521580e-02,2.002749421642596034e-02,2.005842520990517436e-02,2.005842520990517436e-02
-6.000000000000005329e-03,2.940365497252173804e-02,2.002493806478545385e-02,2.005299338766908940e-02,2.005299338766908940e-02
-5.700000000000010614e-03,2.946179861270086658e-02,2.002250660346887451e-02,2.004782653237135309e-02,2.004782653237135309e-02
-5.400000000000015898e-03,2.951696052774260143e-02,2.002019983247621537e-02,2.004292464401196544e-02,2.004292464401196544e-02
-5.100000000000021183e-03,2.956914071764694951e-02,2.001801775180749032e-02,2.003828772259091950e-02,2.003828772259091950e-02
-4.799999999999998712e-03,2.961833918241391084e-02,2.001596036146269242e-02,2.003391576810821528e-02,2.003391576810821528e-02
-4.500000000000003997e-03,2.966455592204347846e-02,2.001402766144181472e-02,2.002980878056385972e-02,2.002980878056385972e-02
-4.200000000000009281e-03,2.970779093653565239e-02,2.001221965174487111e-02,2.002596675995785280e-02,2.002596675995785280e-02
-3.900000000000014566e-03,2.974804422589043262e-02,2.001053633237185464e-02,2.002238970629018761e-02,2.002238970629018761e-02
-3.600000000000019851e-03,2.978531579010781916e-02,2.000897770332276532e-02,2.001907761956087106e-02,2.001907761956087106e-02
-3.299999999999997380e-03,2.981960562918782587e-02,2.000754376459759620e-02,2.001603049976989623e-02,2.001603049976989623e-02
-3.000000000000002665e-03,2.985091374313043194e-02,2.000623451619636117e-02,2.001324834691727006e-02,2.001324834691727006e-02
-2.700000000000007949e-03,2.987924013193565126e-02,2.000504995811905329e-02,2.001073116100299254e-02,2.001073116100299254e-02
-2.400000000000013234e-03,2.990458479560347688e-02,2.000399009036567255e-02,2.000847894202705674e-02,2.000847894202705674e-02
-2.100000000000018519e-03,2.992694773413390880e-02,2.000305491293621896e-02,2.000649168998946265e-02,2.000649168998946265e-02
-1.799999999999996048e-03,2.994632894752695396e-02,2.000224442583069251e-02,2.000476940489021721e-02,2.000476940489021721e-02
-1.500000000000001332e-03,2.996272843578260542e-02,2.000155862904908627e-02,2.000331208672931349e-02,2.000331208672931349e-02
-1.200000000000006617e-03,2.997614619890087012e-02,2.000099752259141411e-02,2.000211973550676536e-02,2.000211973550676536e-02
-9.000000000000119016e-04,2.998658223688174113e-02,2.000056110645766910e-02,2.000119235122255201e-02,2.000119235122255201e-02
-6.000000000000171863e-04,2.999403654972521843e-02,2.000024938064785124e-02,2.000052993387668732e-02,2.000052993387668732e-02
-3.000000000000224709e-04,2.999850913743130204e-02,2.000006234516196052e-02,2.000013248346917127e-02,2.000013248346917127e-02
0.000000000000000000e+00,2.999999999999999889e-02,1.999999999999999695e-02,1.999999999999999695e-02,1.999999999999999695e-02
2.999999999999947153e-04,2.999850913743130204e-02,2.000006234516196052e-02,2.000013248346917127e-02,2.000013248346917127e-02
5.999999999999894307e-04,2.999403654972521843e-02,2.000024938064785124e-02,2.000052993387668732e-02,2.000052993387668732e-02
8.999999999999841460e-04,2.998658223688174113e-02,2.000056110645766910e-02,2.000119235122255201e-02,2.000119235122255201e-02
1.199999999999978861e-03,2.997614619890087012e-02,2.000099752259141411e-02,2.000211973550676536e-02,2.000211973550676536e-02
1.500000000000001332e-03,2.996272843578260542e-02,2.000155862904908627e-02,2.000331208672931349e-02,2.000331208672931349e-02
1.799999999999996048e-03,2.994632894752695396e-02,2.000224442583069251e-02,2.000476940489021721e-02,2.000476940489021721e-02
2.099999999999990763e-03,2.992694773413391574e-02,2.000305491293621896e-02,2.000649168998946265e-02,2.000649168998946265e-02
2.399999999999985478e-03,2.990458479560347688e-02,2.000399009036567255e-02,2.000847894202704980e-02,2.000847894202704980e-02
2.699999999999980194e-03,2.987924013193565126e-02,2.000504995811905329e-02,2.001073116100299254e-02,2.001073116100299254e-02
3.000000000000002665e-03,2.985091374313043194e-02,2.000623451619636117e-02,2.001324834691727006e-02,2.001324834691727006e-02
3.299999999999997380e-03,2.981960562918782587e-02,2.000754376459759620e-02,2.001603049976989623e-02,2.001603049976989623e-02
3.599999999999992095e-03,2.978531579010782609e-02,2.000897770332276532e-02,2.001907761956087106e-02,2.001907761956087106e-02
3.899999999999986811e-03,2.974804422589043262e-02,2.001053633237185464e-02,2.002238970629018761e-02,2.002238970629018761e-02
4.199999999999981526e-03,2.970779093653565239e-02,2.001221965174487111e-02,2.002596675995785280e-02,2.002596675995785280e-02
4.500000000000003997e-03,2.966455592204347846e-02,2.001402766144181472e-02,2.002980878056385972e-02,2.002980878056385972e-02
4.799999999999998712e-03,2.961833918241391084e-02,2.001596036146269242e-02,2.003391576810821528e-02,2.003391576810821528e-02
5.099999999999993427e-03,2.956914071764695645e-02,2.001801775180749032e-02,2.003828772259091950e-02,2.003828772259091950e-02
5.399999999999988143e-03,2.951696052774260837e-02,2.002019983247621537e-02,2.004292464401196544e-02,2.004292464401196544e-02
5.699999999999982858e-03,2.946179861270087352e-02,2.002250660346887451e-02,2.004782653237135309e-02,2.004782653237135309e-02
5.999999999999977573e-03,2.940365497252174498e-02,2.002493806478545385e-02,2.005299338766908940e-02,2.005299338766908940e-02
6.300000000000000044e-03,2.934252960720521580e-02,2.002749421642596034e-02,2.005842520990517436e-02,2.005842520990517436e-02
6.599999999999994760e-03,2.927842251675130680e-02,2.003017505839040091e-02,2.006412199907960103e-02,2.006412199907960103e-02
6.899999999999989475e-03,2.921133370116000411e-02,2.003298059067876169e-02,2.007008375519236942e-02,2.007008375519236942e-02
7.199999999999984190e-03,2.914126316043130771e-02,2.003591081329104961e-02,2.007631047824348647e-02,2.007631047824348647e-02
7.499999999999978906e-03,2.906821089456522456e-02,2.003896572622727162e-02,2.008280216823295217e-02,2.008280216823295217e-02
7.800000000000001377e-03,2.899217690356174076e-02,2.004214532948741384e-02,2.008955882516075958e-02,2.008955882516075958e-02
8.099999999999996092e-03,2.891316118742087021e-02,2.004544962307149014e-02,2.009658044902691565e-02,2.009658044902691565e-02
8.399999999999990807e-03,2.883116374614261290e-02,2.004887860697948665e-02,2.010386703983141343e-02,2.010386703983141343e-02
8.699999999999985523e-03,2.874618457972696189e-02,2.005243228121141724e-02,2.011141859757425987e-02,2.011141859757425987e-02
8.999999999999980238e-03,2.865822368817391719e-02,2.005611064576726804e-02,2.011923512225545496e-02,2.011923512225545496e-02
9.300000000000002709e-03,2.856728107148347878e-02,2.005991370064705293e-02,2.012731661387499177e-02,2.012731661387499177e-02
9.599999999999997424e-03,2.847335672965565362e-02,2.006384144585076496e-02,2.013566307243287029e-02,2.013566307243287029e-02
9.899999999999992140e-03,2.837645066269043476e-02,2.006789388137839719e-02,2.014427449792909747e-02,2.014427449792909747e-02
1.019999999999998685e-02,2.827656287058782913e-02,2.007207100722996351e-02,2.015315089036367330e-02,2.015315089036367330e-02
1.049999999999998157e-02,2.817369335334782982e-02,2.007637282340545004e-02,2.016229224973659084e-02,2.016229224973659084e-02
1.079999999999997629e-02,2.806784211097044374e-02,2.008079932990487065e-02,2.017169857604785010e-02,2.017169857604785010e-02
1.109999999999999876e-02,2.795900914345565008e-02,2.008535052672821841e-02,2.018136986929746496e-02,2.018136986929746496e-02
1.139999999999999347e-02,2.784719445080347661e-02,2.009002641387548638e-02,2.019130612948541459e-02,2.019130612948541459e-02
1.169999999999998819e-02,2.773239803301391637e-02,2.009482699134668843e-02,2.020150735661171981e-02,2.020150735661171981e-02
1.199999999999998290e-02,2.761461989008696244e-02,2.009975225914181762e-02,2.021197355067635981e-02,2.021197355067635981e-02
1.229999999999997762e-02,2.749386002202261481e-02,2.010480221726087396e-02,2.022270471167935540e-02,2.022270471167935540e-02
1.260000000000000009e-02,2.737011842882086654e-02,2.010997686570385051e-02,2.023370083962069271e-02,2.023370083962069271e-02
1.289999999999999480e-02,2.724339511048173845e-02,2.011527620447076115e-02,2.024496193450037174e-02,2.024496193450037174e-02
1.319999999999998952e-02,2.711369006700522361e-02,2.012070023356159892e-02,2.025648799631839941e-02,2.025648799631839941e-02
1.349999999999998423e-02,2.698100329839130812e-02,2.012624895297636385e-02,2.026827902507476881e-02,2.026827902507476881e-02
1.379999999999997895e-02,2.684533480464000588e-02,2.013192236271505592e-02,2.028033502076948685e-02,2.028033502076948685e-02
1.410000000000000142e-02,2.670668458575130300e-02,2.013772046277766820e-02,2.029265598340255355e-02,2.029265598340255355e-02
1.439999999999999614e-02,2.656505264172522029e-02,2.014364325316421456e-02,2.030524191297396197e-02,2.030524191297396197e-02
1.469999999999999085e-02,2.642043897256174390e-02,2.014969073387468806e-02,2.031809280948371904e-02,2.031809280948371904e-02
1.499999999999998557e-02,2.627284357826087380e-02,2.015586290490908872e-02,2.033120867293181783e-02,2.033120867293181783e-02
1.529999999999998028e-02,2.612226645882261694e-02,2.016215976626741652e-02,2.034458950331825833e-02,2.034458950331825833e-02
1.560000000000000275e-02,2.596870761424695251e-02,2.016858131794967146e-02,2.035823530064305442e-02,2.035823530064305442e-02
1.589999999999999747e-02,2.581216704453391519e-02,2.017512755995585355e-02,2.037214606490619223e-02,2.037214606490619223e-02
1.619999999999999218e-02,2.565264474968348418e-02,2.018179849228596279e-02,2.038632179610767176e-02,2.038632179610767176e-02
1.649999999999998690e-02,2.549014072969565947e-02,2.018859411493999917e-02,2.040076249424749993e-02,2.040076249424749993e-02
1.679999999999998161e-02,2.532465498457044106e-02,2.019551442791796270e-02,2.041546815932566983e-02,2.041546815932566983e-02
1.709999999999997633e-02,2.515618751430783590e-02,2.020255943121985337e-02,2.043043879134218838e-02,2.043043879134218838e-02
1.739999999999999880e-02,2.498473831890782315e-02,2.020972912484567119e-02,2.044567439029705558e-02,2.044567439029705558e-02
1.769999999999999352e-02,2.481030739837043753e-02,2.021702350879541615e-02,2.046117495619026450e-02,2.046117495619026450e-02
1.799999999999998823e-02,2.463289475269565820e-02,2.022444258306908826e-02,2.047694048902181513e-02,2.047694048902181513e-02
1.829999999999998295e-02,2.445250038188348518e-02,2.023198634766668752e-02,2.049297098879171442e-02,2.049297098879171442e-02
1.859999999999997766e-02,2.426912428593392540e-02,2.023965480258821392e-02,2.050926645549996236e-02,2.050926645549996236e-02
1.890000000000000013e-02,2.408276646484695804e-02,2.024744794783367441e-02,2.052582688914655201e-02,2.052582688914655201e-02
1.919999999999999485e-02,2.389342691862261087e-02,2.025536578340305510e-02,2.054265228973149032e-02,2.054265228973149032e-02
1.949999999999998956e-02,2.370110564726087693e-02,2.026340830929636294e-02,2.055974265725477035e-02,2.055974265725477035e-02
1.979999999999998428e-02,2.350580265076174930e-02,2.027157552551359793e-02,2.057709799171639903e-02,2.057709799171639903e-02
2.009999999999997899e-02,2.330751792912523490e-02,2.027986743205476006e-02,2.059471829311636942e-02,2.059471829311636942e-02
2.040000000000000147e-02,2.310625148235130599e-02,2.028828402891985627e-02,2.061260356145468847e-02,2.061260356145468847e-02
2.069999999999999618e-02,2.290200331044000420e-02,2.029682531610887269e-02,2.063075379673135618e-02,2.063075379673134924e-02
2.099999999999999090e-02,2.269477341339130871e-02,2.030549129362181626e-02,2.064916899894635866e-02,2.064916899894635866e-02
2.129999999999998561e-02,2.248456179120522647e-02,2.031428196145868698e-02,2.066784916809971673e-02,2.066784916809971673e-02
2.159999999999998033e-02,2.227136844388175052e-02,2.032319731961949177e-02,2.068679430419141652e-02,2.068679430419141652e-02
2.190000000000000280e-02,2.205519337142086700e-02,2.033223736810421678e-02,2.070600440722146496e-02,2.070600440722146496e-02
2.219999999999999751e-02,2.183603657382261060e-02,2.034140210691286893e-02,2.072547947718985512e-02,2.072547947718985512e-02
2.249999999999999223e-02,2.161389805108696049e-02,2.035069153604545517e-02,2.074521951409658699e-02,2.074521951409658699e-02
