q_A^-1,E_v_eV,E_c1_eV,E_c2_eV,E_c3_eV
-1.134000000000000008e-01,-1.830204072655095549e-01,2.890812612201221904e-02,3.892976800927595848e-02,3.892976800927595155e-02
-1.131000000000000061e-01,-1.818948060261443844e-01,2.886105552472967295e-02,3.882974299005054891e-02,3.882974299005054891e-02
-1.127999999999999975e-01,-1.807721865119165106e-01,2.881410961777105401e-02,3.872998293776348105e-02,3.872998293776348105e-02
-1.125000000000000028e-01,-1.796525487228260998e-01,2.876728840113636221e-02,3.863048785241477573e-02,3.863048785241476185e-02
-1.121999999999999942e-01,-1.785358926588730133e-01,2.872059187482559756e-02,3.853125773400439130e-02,3.853125773400439130e-02
-1.118999999999999995e-01,-1.774222183200573899e-01,2.867402003883876005e-02,3.843229258253236941e-02,3.843229258253236941e-02
-1.116000000000000048e-01,-1.763115257063791463e-01,2.862757289317584969e-02,3.833359239799868923e-02,3.833359239799868229e-02
-1.112999999999999962e-01,-1.752038148178382548e-01,2.858125043783687341e-02,3.823515718040334382e-02,3.823515718040334382e-02
-1.110000000000000014e-01,-1.740990856544347709e-01,2.853505267282181734e-02,3.813698692974635401e-02,3.813698692974635401e-02
-1.106999999999999929e-01,-1.729973382161686390e-01,2.848897959813068842e-02,3.803908164602771286e-02,3.803908164602770592e-02
-1.103999999999999981e-01,-1.718985725030399703e-01,2.844303121376348664e-02,3.794144132924741342e-02,3.794144132924740648e-02
-1.101000000000000034e-01,-1.708027885150487091e-01,2.839720751972021201e-02,3.784406597940546263e-02,3.784406597940544875e-02
-1.097999999999999948e-01,-1.697099862521947444e-01,2.835150851600087146e-02,3.774695559650185356e-02,3.774695559650183968e-02
-1.095000000000000001e-01,-1.686201657144782429e-01,2.830593420260545112e-02,3.765011018053658620e-02,3.765011018053657926e-02
-1.092000000000000054e-01,-1.675333269018991489e-01,2.826048457953395793e-02,3.755352973150966750e-02,3.755352973150966750e-02
-1.088999999999999968e-01,-1.664494698144573792e-01,2.821515964678639882e-02,3.745721424942109051e-02,3.745721424942109051e-02
-1.086000000000000021e-01,-1.653685944521530449e-01,2.816995940436275991e-02,3.736116373427086912e-02,3.736116373427086218e-02
-1.082999999999999935e-01,-1.642907008149860626e-01,2.812488385226304816e-02,3.726537818605898250e-02,3.726537818605898250e-02
-1.079999999999999988e-01,-1.632157889029565156e-01,2.807993299048727048e-02,3.716985760478545148e-02,3.716985760478543760e-02
-1.077000000000000041e-01,-1.621438587160643763e-01,2.803510681903541996e-02,3.707460199045026217e-02,3.707460199045025523e-02
-1.073999999999999955e-01,-1.610749102543095612e-01,2.799040533790748964e-02,3.697961134305341457e-02,3.697961134305340763e-02
-1.071000000000000008e-01,-1.600089435176921537e-01,2.794582854710348646e-02,3.688488566259491563e-02,3.688488566259490870e-02
-1.068000000000000060e-01,-1.589459585062121816e-01,2.790137644662341737e-02,3.679042494907475841e-02,3.679042494907475841e-02
-1.064999999999999974e-01,-1.578859552198695337e-01,2.785704903646726849e-02,3.669622920249294984e-02,3.669622920249294290e-02
-1.062000000000000027e-01,-1.568289336586643490e-01,2.781284631663505369e-02,3.660229842284948992e-02,3.660229842284948298e-02
-1.058999999999999941e-01,-1.557748938225964885e-01,2.776876828712675910e-02,3.650863261014437172e-02,3.650863261014436478e-02
-1.055999999999999994e-01,-1.547238357116660634e-01,2.772481494794239859e-02,3.641523176437759524e-02,3.641523176437758830e-02
-1.053000000000000047e-01,-1.536757593258730459e-01,2.768098629908196523e-02,3.632209588554917434e-02,3.632209588554916740e-02
-1.049999999999999961e-01,-1.526306646652173526e-01,2.763728234054545208e-02,3.622922497365908823e-02,3.622922497365908129e-02
-1.047000000000000014e-01,-1.515885517296991225e-01,2.759370307233286607e-02,3.613661902870735076e-02,3.613661902870734383e-02
-1.044000000000000067e-01,-1.505494205193182999e-01,2.755024849444421414e-02,3.604427805069395502e-02,3.604427805069395502e-02
-1.040999999999999981e-01,-1.495132710340747462e-01,2.750691860687948936e-02,3.595220203961891486e-02,3.595220203961890792e-02
-1.038000000000000034e-01,-1.484801032739687110e-01,2.746371340963869173e-02,3.586039099548220949e-02,3.586039099548220949e-02
-1.034999999999999948e-01,-1.474499172390000001e-01,2.742063290272181431e-02,3.576884491828385276e-02,3.576884491828385276e-02
-1.032000000000000001e-01,-1.464227129291686691e-01,2.737767708612887096e-02,3.567756380802385163e-02,3.567756380802384469e-02
-1.029000000000000054e-01,-1.453984903444747734e-01,2.733484595985985477e-02,3.558654766470219222e-02,3.558654766470218528e-02
-1.025999999999999968e-01,-1.443772494849182297e-01,2.729213952391475878e-02,3.549579648831887452e-02,3.549579648831886064e-02
-1.023000000000000020e-01,-1.433589903504991214e-01,2.724955777829359688e-02,3.540531027887389853e-02,3.540531027887389159e-02
-1.019999999999999934e-01,-1.423437129412173652e-01,2.720710072299636212e-02,3.531508903636726426e-02,3.531508903636725732e-02
-1.016999999999999987e-01,-1.413314172570730443e-01,2.716476835802305451e-02,3.522513276079898559e-02,3.522513276079897865e-02
-1.014000000000000040e-01,-1.403221032980661032e-01,2.712256068337367404e-02,3.513544145216904863e-02,3.513544145216904863e-02
-1.010999999999999954e-01,-1.393157710641964864e-01,2.708047769904821378e-02,3.504601511047745338e-02,3.504601511047745338e-02
-1.008000000000000007e-01,-1.383124205554643604e-01,2.703851940504668760e-02,3.495685373572421373e-02,3.495685373572420679e-02
-1.005000000000000060e-01,-1.373120517718695865e-01,2.699668580136908858e-02,3.486795732790932273e-02,3.486795732790930885e-02
-1.001999999999999974e-01,-1.363146647134121647e-01,2.695497688801541669e-02,3.477932588703275957e-02,3.477932588703275263e-02
-9.990000000000000269e-02,-1.353202593800921782e-01,2.691339266498567195e-02,3.469095941309455200e-02,3.469095941309454506e-02
-9.959999999999999409e-02,-1.343288357719095438e-01,2.687193313227984742e-02,3.460285790609468615e-02,3.460285790609467921e-02
-9.929999999999999938e-02,-1.333403938888643170e-01,2.683059828989795698e-02,3.451502136603316895e-02,3.451502136603316201e-02
-9.900000000000000466e-02,-1.323549337309565255e-01,2.678938813783999368e-02,3.442744979290999346e-02,3.442744979290999346e-02
-9.869999999999999607e-02,-1.313724552981860583e-01,2.674830267610595752e-02,3.434014318672516664e-02,3.434014318672516664e-02
-9.840000000000000135e-02,-1.303929585905530264e-01,2.670734190469584851e-02,3.425310154747868846e-02,3.425310154747868152e-02
-9.810000000000000664e-02,-1.294164436080574021e-01,2.666650582360966665e-02,3.416632487517055200e-02,3.416632487517054506e-02
-9.779999999999999805e-02,-1.284429103506991021e-01,2.662579443284741193e-02,3.407981316980075726e-02,3.407981316980075032e-02
-9.750000000000000333e-02,-1.274723588184782652e-01,2.658520773240908436e-02,3.399356643136931116e-02,3.399356643136931116e-02
-9.719999999999999474e-02,-1.265047890113947526e-01,2.654474572229468393e-02,3.390758465987621373e-02,3.390758465987620679e-02
-9.690000000000000002e-02,-1.255402009294486754e-01,2.650440840250421759e-02,3.382186785532145801e-02,3.382186785532145107e-02
-9.660000000000000531e-02,-1.245785945726399779e-01,2.646419577303767146e-02,3.373641601770505788e-02,3.373641601770505094e-02
-9.629999999999999671e-02,-1.236199699409686603e-01,2.642410783389505247e-02,3.365122914702698559e-02,3.365122914702698559e-02
-9.600000000000000200e-02,-1.226643270344347503e-01,2.638414458507636062e-02,3.356630724328726889e-02,3.356630724328726195e-02
-9.570000000000000728e-02,-1.217116658530382756e-01,2.634430602658159593e-02,3.348165030648590085e-02,3.348165030648589391e-02
-9.539999999999999869e-02,-1.207619863967791252e-01,2.630459215841075837e-02,3.339725833662286758e-02,3.339725833662286064e-02
-9.510000000000000397e-02,-1.198152886656573823e-01,2.626500298056385491e-02,3.331313133369818991e-02,3.331313133369818297e-02
-9.479999999999999538e-02,-1.188715726596730193e-01,2.622553849304087165e-02,3.322926929771184701e-02,3.322926929771184701e-02
-9.450000000000000067e-02,-1.179308383788260917e-01,2.618619869584181553e-02,3.314567222866385970e-02,3.314567222866385970e-02
-9.420000000000000595e-02,-1.169930858231165161e-01,2.614698358896668656e-02,3.306234012655421411e-02,3.306234012655421411e-02
-9.389999999999999736e-02,-1.160583149925443203e-01,2.610789317241548474e-02,3.297927299138291718e-02,3.297927299138291024e-02
-9.360000000000000264e-02,-1.151265258871095598e-01,2.606892744618821700e-02,3.289647082314996196e-02,3.289647082314995502e-02
-9.329999999999999405e-02,-1.141977185068121514e-01,2.603008641028486947e-02,3.281393362185534845e-02,3.281393362185534152e-02
-9.299999999999999933e-02,-1.132718928516521784e-01,2.599137006470544908e-02,3.273166138749908360e-02,3.273166138749908360e-02
-9.270000000000000462e-02,-1.123490489216295851e-01,2.595277840944996278e-02,3.264965412008116741e-02,3.264965412008116741e-02
-9.239999999999999603e-02,-1.114291867167443162e-01,2.591431144451839669e-02,3.256791181960159293e-02,3.256791181960159293e-02
-9.210000000000000131e-02,-1.105123062369965381e-01,2.587596916991075774e-02,3.248643448606037404e-02,3.248643448606036710e-02
-9.180000000000000659e-02,-1.095984074823861121e-01,2.583775158562705287e-02,3.240522211945748993e-02,3.240522211945748299e-02
-9.149999999999999800e-02,-1.086874904529130104e-01,2.579965869166726822e-02,3.232427471979295447e-02,3.232427471979294753e-02
-9.120000000000000329e-02,-1.077795551485773995e-01,2.576169048803141765e-02,3.224359228706676073e-02,3.224359228706675379e-02
-9.089999999999999469e-02,-1.068746015693791129e-01,2.572384697471948728e-02,3.216317482127891564e-02,3.216317482127890870e-02
-9.059999999999999998e-02,-1.059726297153182617e-01,2.568612815173148406e-02,3.208302232242941227e-02,3.208302232242941227e-02
-9.030000000000000526e-02,-1.050736395863947903e-01,2.564853401906741492e-02,3.200313479051825755e-02,3.200313479051825755e-02
-8.999999999999999667e-02,-1.041776311826086709e-01,2.561106457672727293e-02,3.192351222554545148e-02,3.192351222554544454e-02
-8.970000000000000195e-02,-1.032846045039600147e-01,2.557371982471105115e-02,3.184415462751098713e-02,3.184415462751098019e-02
-8.940000000000000724e-02,-1.023945595504487105e-01,2.553649976301876345e-02,3.176506199641487144e-02,3.176506199641487144e-02
-8.909999999999999865e-02,-1.015074963220747584e-01,2.549940439165039596e-02,3.168623433225709746e-02,3.168623433225709746e-02
-8.880000000000000393e-02,-1.006234148188382693e-01,2.546243371060596256e-02,3.160767163503767213e-02,3.160767163503766519e-02
-8.849999999999999534e-02,-9.974231504073910459e-02,2.542558771988544936e-02,3.152937390475658852e-02,3.152937390475658158e-02
-8.820000000000000062e-02,-9.886419698777737519e-02,2.538886641948887024e-02,3.145134114141384662e-02,3.145134114141384662e-02
-8.790000000000000591e-02,-9.798906065995305337e-02,2.535226980941621827e-02,3.137357334500946032e-02,3.137357334500946032e-02
-8.759999999999999731e-02,-9.711690605726608361e-02,2.531579788966748651e-02,3.129607051554341574e-02,3.129607051554340880e-02
-8.730000000000000260e-02,-9.624773317971652142e-02,2.527945066024268883e-02,3.121883265301571286e-02,3.121883265301571286e-02
-8.700000000000000788e-02,-9.538154202730436682e-02,2.524322812114181830e-02,3.114185975742635865e-02,3.114185975742635865e-02
-8.669999999999999929e-02,-9.451833260002956427e-02,2.520713027236486797e-02,3.106515182877535308e-02,3.106515182877534614e-02
-8.640000000000000457e-02,-9.365810489789216930e-02,2.517115711391185173e-02,3.098870886706268923e-02,3.098870886706268230e-02
-8.609999999999999598e-02,-9.280085892089215416e-02,2.513530864578276264e-02,3.091253087228836710e-02,3.091253087228836016e-02
-8.580000000000000127e-02,-9.194659466902956046e-02,2.509958486797759375e-02,3.083661784445239362e-02,3.083661784445239362e-02
-8.550000000000000655e-02,-9.109531214230434659e-02,2.506398578049635895e-02,3.076096978355476880e-02,3.076096978355476880e-02
-8.519999999999999796e-02,-9.024701134071651254e-02,2.502851138333905129e-02,3.068558668959548569e-02,3.068558668959548569e-02
-8.490000000000000324e-02,-8.940169226426609994e-02,2.499316167650567078e-02,3.061046856257455123e-02,3.061046856257455123e-02
-8.460000000000000853e-02,-8.855935491295306716e-02,2.495793665999621741e-02,3.053561540249196543e-02,3.053561540249195849e-02
-8.429999999999999993e-02,-8.771999928677738645e-02,2.492283633381068425e-02,3.046102720934771441e-02,3.046102720934771441e-02
-8.400000000000000522e-02,-8.688362538573914107e-02,2.488786069794909211e-02,3.038670398314181204e-02,3.038670398314181204e-02
-8.369999999999999662e-02,-8.605023320983824775e-02,2.485300975241141325e-02,3.031264572387425832e-02,3.031264572387425138e-02
-8.340000000000000191e-02,-8.521982275907477589e-02,2.481828349719766846e-02,3.023885243154505326e-02,3.023885243154504632e-02
-8.310000000000000719e-02,-8.439239403344871160e-02,2.478368193230785083e-02,3.016532410615418991e-02,3.016532410615418297e-02
-8.279999999999999860e-02,-8.356794703295998550e-02,2.474920505774196033e-02,3.009206074770166828e-02,3.009206074770166134e-02
-8.250000000000000389e-02,-8.274648175760870861e-02,2.471485287349999699e-02,3.001906235618749530e-02,3.001906235618749530e-02
-8.219999999999999529e-02,-8.192799820739476990e-02,2.468062537958196079e-02,2.994632893161166404e-02,2.994632893161166404e-02
-8.190000000000000058e-02,-8.111249638231826653e-02,2.464652257598785173e-02,2.987386047397418837e-02,2.987386047397418143e-02
-8.160000000000000586e-02,-8.029997628237914298e-02,2.461254446271766982e-02,2.980165698327504747e-02,2.980165698327504747e-02
-8.129999999999999727e-02,-7.949043790757738537e-02,2.457869103977141506e-02,2.972971845951425524e-02,2.972971845951425524e-02
-8.100000000000000255e-02,-7.868388125791303533e-02,2.454496230714908744e-02,2.965804490269181165e-02,2.965804490269181165e-02
-8.070000000000000784e-02,-7.788030633338609288e-02,2.451135826485068697e-02,2.958663631280771672e-02,2.958663631280771672e-02
-8.039999999999999925e-02,-7.707971313399651636e-02,2.447787891287621365e-02,2.951549268986195657e-02,2.951549268986195657e-02
-8.010000000000000453e-02,-7.628210165974434742e-02,2.444452425122566747e-02,2.944461403385455200e-02,2.944461403385455200e-02
-7.979999999999999594e-02,-7.548747191062954442e-02,2.441129427989904843e-02,2.937400034478548222e-02,2.937400034478548222e-02
-7.950000000000000122e-02,-7.469582388665217676e-02,2.437818899889636348e-02,2.930365162265476803e-02,2.930365162265476803e-02
-7.920000000000000651e-02,-7.390715758781218891e-02,2.434520840821759874e-02,2.923356786746239555e-02,2.923356786746239555e-02
-7.889999999999999791e-02,-7.312147301410953926e-02,2.431235250786276114e-02,2.916374907920837173e-02,2.916374907920836479e-02
-7.860000000000000320e-02,-7.233877016554435269e-02,2.427962129783185069e-02,2.909419525789268962e-02,2.909419525789268268e-02
-7.830000000000000848e-02,-7.155904904211654594e-02,2.424701477812487432e-02,2.902490640351535617e-02,2.902490640351534923e-02
-7.799999999999999989e-02,-7.078230964382607737e-02,2.421453294874181816e-02,2.895588251607635749e-02,2.895588251607635749e-02
-7.770000000000000517e-02,-7.000855197067305802e-02,2.418217580968268915e-02,2.888712359557571441e-02,2.888712359557571441e-02
-7.739999999999999658e-02,-6.923777602265737685e-02,2.414994336094748728e-02,2.881862964201341304e-02,2.881862964201341304e-02
-7.710000000000000187e-02,-6.846998179977914489e-02,2.411783560253621256e-02,2.875040065538946032e-02,2.875040065538946032e-02
-7.680000000000000715e-02,-6.770516930203826500e-02,2.408585253444887192e-02,2.868243663570384933e-02,2.868243663570384933e-02
-7.649999999999999856e-02,-6.694333852943477881e-02,2.405399415668545149e-02,2.861473758295658698e-02,2.861473758295658004e-02
-7.620000000000000384e-02,-6.618448948196870019e-02,2.402226046924595820e-02,2.854730349714766635e-02,2.854730349714766635e-02
-7.590000000000000913e-02,-6.542862215964001527e-02,2.399065147213039900e-02,2.848013437827710131e-02,2.848013437827709438e-02
-7.560000000000000053e-02,-6.467573656244869629e-02,2.395916716533876001e-02,2.841323022634487105e-02,2.841323022634486412e-02
-7.530000000000000582e-02,-6.392583269039478489e-02,2.392780754887104816e-02,2.834659104135098945e-02,2.834659104135098945e-02
-7.499999999999999722e-02,-6.317891054347823943e-02,2.389657262272727040e-02,2.828021682329544956e-02,2.828021682329544956e-02
-7.470000000000000251e-02,-6.243497012169912930e-02,2.386546238690741284e-02,2.821410757217825832e-02,2.821410757217825832e-02
-7.440000000000000779e-02,-6.169401142505741287e-02,2.383447684141148937e-02,2.814826328799941574e-02,2.814826328799940880e-02
-7.409999999999999920e-02,-6.095603445355303462e-02,2.380361598623948610e-02,2.808268397075891487e-02,2.808268397075890793e-02
-7.380000000000000449e-02,-6.022103920718607784e-02,2.377287982139141692e-02,2.801736962045676266e-02,2.801736962045675572e-02
-7.349999999999999589e-02,-5.948902568595651474e-02,2.374226834686726795e-02,2.795232023709295216e-02,2.795232023709294522e-02
-7.320000000000000118e-02,-5.875999388986435923e-02,2.371178156266705306e-02,2.788753582066749032e-02,2.788753582066748338e-02
-7.290000000000000646e-02,-5.803394381890958353e-02,2.368141946879075838e-02,2.782301637118037019e-02,2.782301637118036325e-02
-7.259999999999999787e-02,-5.731087547309215990e-02,2.365118206523839778e-02,2.775876188863159871e-02,2.775876188863159177e-02
-7.230000000000000315e-02,-5.659078885241218548e-02,2.362106935200996433e-02,2.769477237302116895e-02,2.769477237302116895e-02
-7.200000000000000844e-02,-5.587368395686957701e-02,2.359108132910545108e-02,2.763104782434908785e-02,2.763104782434908785e-02
-7.169999999999999984e-02,-5.515956078646434835e-02,2.356121799652487192e-02,2.756758824261534846e-02,2.756758824261534846e-02
-7.140000000000000513e-02,-5.444841934119652727e-02,2.353147935426821297e-02,2.750439362781995772e-02,2.750439362781995772e-02
-7.109999999999999654e-02,-5.374025962106607213e-02,2.350186540233548810e-02,2.744146397996291564e-02,2.744146397996290870e-02
-7.080000000000000182e-02,-5.303508162607303844e-02,2.347237614072669037e-02,2.737879929904421528e-02,2.737879929904421528e-02
-7.050000000000000711e-02,-5.233288535621739845e-02,2.344301156944181286e-02,2.731639958506385663e-02,2.731639958506385663e-02
-7.019999999999999851e-02,-5.163367081149912441e-02,2.341377168848086943e-02,2.725426483802185357e-02,2.725426483802184663e-02
-6.990000000000000380e-02,-5.093743799191827182e-02,2.338465649784385314e-02,2.719239505791818529e-02,2.719239505791818529e-02
-6.960000000000000908e-02,-5.024418689747479905e-02,2.335566599753076400e-02,2.713079024475287260e-02,2.713079024475286566e-02
-6.930000000000000049e-02,-4.955391752816869222e-02,2.332680018754159507e-02,2.706945039852589469e-02,2.706945039852589469e-02
-6.900000000000000577e-02,-4.886662988400000684e-02,2.329805906787636022e-02,2.700837551923727237e-02,2.700837551923727237e-02
-6.869999999999999718e-02,-4.818232396496868741e-02,2.326944263853505251e-02,2.694756560688698482e-02,2.694756560688698482e-02
-6.840000000000000246e-02,-4.750099977107477556e-02,2.324095089951767196e-02,2.688702066147505287e-02,2.688702066147504594e-02
-6.810000000000000775e-02,-4.682265730231828516e-02,2.321258385082421855e-02,2.682674068300146264e-02,2.682674068300146264e-02
-6.779999999999999916e-02,-4.614729655869911906e-02,2.318434149245468534e-02,2.676672567146621412e-02,2.676672567146621412e-02
-6.750000000000000444e-02,-4.547491754021740218e-02,2.315622382440908622e-02,2.670697562686931426e-02,2.670697562686931426e-02
-6.720000000000000973e-02,-4.480552024687305124e-02,2.312823084668741425e-02,2.664749054921076304e-02,2.664749054921075611e-02
-6.690000000000000113e-02,-4.413910467866609399e-02,2.310036255928966942e-02,2.658827043849055355e-02,2.658827043849054661e-02
-6.660000000000000642e-02,-4.347567083559653045e-02,2.307261896221585173e-02,2.652931529470869271e-02,2.652931529470868577e-02
-6.629999999999999782e-02,-4.281521871766434673e-02,2.304500005546596120e-02,2.647062511786516664e-02,2.647062511786516664e-02
-6.600000000000000311e-02,-4.215774832486957058e-02,2.301750583903999781e-02,2.641219990795999617e-02,2.641219990795999617e-02
-6.570000000000000839e-02,-4.150325965721217425e-02,2.299013631293796156e-02,2.635403966499316741e-02,2.635403966499316741e-02
-6.539999999999999980e-02,-4.085175271469218550e-02,2.296289147715985246e-02,2.629614438896468731e-02,2.629614438896468731e-02
-6.510000000000000508e-02,-4.020322749730956269e-02,2.293577133170567051e-02,2.623851407987454892e-02,2.623851407987454892e-02
-6.479999999999999649e-02,-3.955768400506433358e-02,2.290877587657541570e-02,2.618114873772275919e-02,2.618114873772275225e-02
-6.450000000000000178e-02,-3.891512223795651204e-02,2.288190511176908803e-02,2.612404836250931811e-02,2.612404836250931117e-02
-6.420000000000000706e-02,-3.827554219598611196e-02,2.285515903728668752e-02,2.606721295423421875e-02,2.606721295423421181e-02
-6.389999999999999847e-02,-3.763894387915303619e-02,2.282853765312821415e-02,2.601064251289746110e-02,2.601064251289746110e-02
-6.360000000000000375e-02,-3.700532728745739575e-02,2.280204095929366792e-02,2.595433703849905210e-02,2.595433703849905210e-02
-6.330000000000000904e-02,-3.637469242089913513e-02,2.277566895578304884e-02,2.589829653103899176e-02,2.589829653103898482e-02
-6.300000000000000044e-02,-3.574703927947826820e-02,2.274942164259636385e-02,2.584252099051726620e-02,2.584252099051726620e-02
-6.270000000000000573e-02,-3.512236786319478110e-02,2.272329901973359906e-02,2.578701041693389623e-02,2.578701041693389623e-02
-6.239999999999999714e-02,-3.450067817204868770e-02,2.269730108719476142e-02,2.573176481028886797e-02,2.573176481028886797e-02
-6.210000000000000242e-02,-3.388197020604000187e-02,2.267142784497985092e-02,2.567678417058218837e-02,2.567678417058218837e-02
-6.180000000000000770e-02,-3.326624396516870974e-02,2.264567929308886757e-02,2.562206849781385049e-02,2.562206849781385049e-02
-6.149999999999999911e-02,-3.265349944943478355e-02,2.262005543152181830e-02,2.556761779198386125e-02,2.556761779198386125e-02
-6.120000000000000440e-02,-3.204373665883826494e-02,2.259455626027868924e-02,2.551343205309221374e-02,2.551343205309221374e-02
-6.090000000000000968e-02,-3.143695559337914697e-02,2.256918177935948733e-02,2.545951128113891487e-02,2.545951128113891487e-02
-6.060000000000000109e-02,-3.083315625305738800e-02,2.254393198876421256e-02,2.540585547612395773e-02,2.540585547612395773e-02
-6.030000000000000637e-02,-3.023233863787305048e-02,2.251880688849287188e-02,2.535246463804734923e-02,2.535246463804734923e-02
-5.999999999999999778e-02,-2.963450274782608584e-02,2.249380647854545140e-02,2.529933876690908939e-02,2.529933876690908245e-02
-5.970000000000000306e-02,-2.903964858291652185e-02,2.246893075892195807e-02,2.524647786270917127e-02,2.524647786270917127e-02
-5.940000000000000835e-02,-2.844777614314435848e-02,2.244417972962239882e-02,2.519388192544759486e-02,2.519388192544759486e-02
-5.909999999999999976e-02,-2.785888542850956107e-02,2.241955339064675978e-02,2.514155095512436711e-02,2.514155095512436711e-02
-5.880000000000000504e-02,-2.727297643901217816e-02,2.239505174199505483e-02,2.508948495173948801e-02,2.508948495173948801e-02
-5.850000000000001033e-02,-2.669004917465218896e-02,2.237067478366727008e-02,2.503768391529295062e-02,2.503768391529295062e-02
-5.820000000000000173e-02,-2.611010363542956569e-02,2.234642251566341248e-02,2.498614784578476189e-02,2.498614784578476189e-02
-5.790000000000000702e-02,-2.553313982134435695e-02,2.232229493798348896e-02,2.493487674321491487e-02,2.493487674321491487e-02
-5.759999999999999842e-02,-2.495915773239652108e-02,2.229829205062748565e-02,2.488387060758341651e-02,2.488387060758340957e-02
-5.730000000000000371e-02,-2.438815736858608585e-02,2.227441385359541642e-02,2.483312943889025987e-02,2.483312943889025987e-02
-5.700000000000000899e-02,-2.382013872991305820e-02,2.225066034688726740e-02,2.478265323713545187e-02,2.478265323713545187e-02
-5.670000000000000040e-02,-2.325510181637738955e-02,2.222703153050305247e-02,2.473244200231898560e-02,2.473244200231898560e-02
-5.640000000000000568e-02,-2.269304662797913541e-02,2.220352740444275774e-02,2.468249573444086797e-02,2.468249573444086797e-02
-5.610000000000001097e-02,-2.213397316471827497e-02,2.218014796870639710e-02,2.463281443350109901e-02,2.463281443350109901e-02
-5.580000000000000238e-02,-2.157788142659478742e-02,2.215689322329396360e-02,2.458339809949967175e-02,2.458339809949967175e-02
-5.550000000000000766e-02,-2.102477141360871438e-02,2.213376316820545031e-02,2.453424673243658621e-02,2.453424673243658621e-02
-5.519999999999999907e-02,-2.047464312575999340e-02,2.211075780344087111e-02,2.448536033231184933e-02,2.448536033231184933e-02
-5.490000000000000435e-02,-1.992749656304870776e-02,2.208787712900021211e-02,2.443673889912546110e-02,2.443673889912546110e-02
-5.460000000000000964e-02,-1.938333172547479499e-02,2.206512114488348719e-02,2.438838243287741459e-02,2.438838243287741459e-02
-5.430000000000001492e-02,-1.884214861303828287e-02,2.204248985109068942e-02,2.434029093356771672e-02,2.434029093356771672e-02
-5.399999999999999245e-02,-1.830394722573911587e-02,2.201998324762181186e-02,2.429246440119636058e-02,2.429246440119636058e-02
-5.369999999999999774e-02,-1.776872756357739114e-02,2.199760133447686838e-02,2.424490283576335309e-02,2.424490283576334615e-02
-5.340000000000000302e-02,-1.723648962655304623e-02,2.197534411165585205e-02,2.419760623726868731e-02,2.419760623726868731e-02
-5.310000000000000830e-02,-1.670723341466610196e-02,2.195321157915876287e-02,2.415057460571237019e-02,2.415057460571237019e-02
-5.280000000000001359e-02,-1.618095892791654444e-02,2.193120373698560083e-02,2.410380794109440172e-02,2.410380794109439478e-02
-5.249999999999999112e-02,-1.565766616630433206e-02,2.190932058513635899e-02,2.405730624341476803e-02,2.405730624341476803e-02
-5.219999999999999640e-02,-1.513735512982956194e-02,2.188756212361105125e-02,2.401106951267348993e-02,2.401106951267348300e-02
-5.190000000000000169e-02,-1.462002581849217858e-02,2.186592835240967064e-02,2.396509774887055355e-02,2.396509774887055355e-02
-5.160000000000000697e-02,-1.410567823229218198e-02,2.184441927153221719e-02,2.391939095200595888e-02,2.391939095200595888e-02
-5.130000000000001226e-02,-1.359431237122958602e-02,2.182303488097869087e-02,2.387394912207971981e-02,2.387394912207971287e-02
-5.100000000000001754e-02,-1.308592823530436988e-02,2.180177518074909171e-02,2.382877225909181551e-02,2.382877225909181551e-02
-5.069999999999999507e-02,-1.258052582451651275e-02,2.178064017084341275e-02,2.378386036304225987e-02,2.378386036304225987e-02
-5.040000000000000036e-02,-1.207810513886609094e-02,2.175962985126166788e-02,2.373921343393105288e-02,2.373921343393104594e-02
-5.010000000000000564e-02,-1.157866617835304895e-02,2.173874422200385015e-02,2.369483147175818760e-02,2.369483147175818760e-02
-4.980000000000001092e-02,-1.108220894297740067e-02,2.171798328306995957e-02,2.365071447652367098e-02,2.365071447652367098e-02
-4.950000000000001621e-02,-1.058873343273915302e-02,2.169734703445999613e-02,2.360686244822749608e-02,2.360686244822749608e-02
-4.919999999999999374e-02,-1.009823964763825049e-02,2.167683547617395984e-02,2.356327538686966983e-02,2.356327538686966983e-02
-4.889999999999999902e-02,-9.610727587674776362e-03,2.165644860821185069e-02,2.351995329245018529e-02,2.351995329245018529e-02
-4.860000000000000431e-02,-9.126197252848702868e-03,2.163618643057366869e-02,2.347689616496904941e-02,2.347689616496904941e-02
-4.830000000000000959e-02,-8.644648643160016133e-03,2.161604894325941384e-02,2.343410400442626218e-02,2.343410400442626218e-02
-4.800000000000001488e-02,-8.166081758608716157e-03,2.159603614626908613e-02,2.339157681082181667e-02,2.339157681082181667e-02
-4.769999999999999241e-02,-7.690496599194775185e-03,2.157614803960268557e-02,2.334931458415571287e-02,2.334931458415571287e-02
-4.739999999999999769e-02,-7.217893164918255666e-03,2.155638462326021215e-02,2.330731732442795773e-02,2.330731732442795773e-02
-4.710000000000000298e-02,-6.748271455779129846e-03,2.153674589724167282e-02,2.326558503163855124e-02,2.326558503163855124e-02
-4.680000000000000826e-02,-6.281631471777404663e-03,2.151723186154705370e-02,2.322411770578748647e-02,2.322411770578748647e-02
-4.650000000000001354e-02,-5.817973212913059300e-03,2.149784251617636172e-02,2.318291534687477035e-02,2.318291534687477035e-02
-4.620000000000001883e-02,-5.357296679186114574e-03,2.147857786112959688e-02,2.314197795490039594e-02,2.314197795490039594e-02
