u,kx_A^-1,ky_A^-1,E_v_eV,E_c1_periodic_chart_eV
-7.500000000000000000e-01,6.655916638961425491e-01,3.842795263208088619e-01,-9.754746673355084496e+00,6.546447949235699448e-02
-7.487500000000000266e-01,6.644823444563157100e-01,3.836390604436075713e-01,-9.722158030962440023e+00,6.592026089926784904e-02
-7.475000000000000533e-01,6.633730250164888709e-01,3.829985945664062252e-01,-9.689623748273534787e+00,6.637831553015331731e-02
-7.462500000000000799e-01,6.622637055766619207e-01,3.823581286892048792e-01,-9.657143825288370564e+00,6.683864338501345481e-02
-7.449999999999999956e-01,6.611543861368349706e-01,3.817176628120034776e-01,-9.624718262006943803e+00,6.730124446384820602e-02
-7.437500000000000222e-01,6.600450666970081315e-01,3.810771969348021870e-01,-9.592347058429265161e+00,6.776611876665754319e-02
-7.425000000000000488e-01,6.589357472571811813e-01,3.804367310576008410e-01,-9.560030214555320427e+00,6.823326629344149408e-02
-7.412500000000000755e-01,6.578264278173543422e-01,3.797962651803994949e-01,-9.527767730385122036e+00,6.870268704420008643e-02
-7.399999999999999911e-01,6.567171083775273921e-01,3.791557993031980933e-01,-9.495559605918659329e+00,6.917438101893330638e-02
-7.387500000000000178e-01,6.556077889377004420e-01,3.785153334259967473e-01,-9.463405841155937637e+00,6.964834821764114003e-02
-7.375000000000000444e-01,6.544984694978736028e-01,3.778748675487954567e-01,-9.431306436096960510e+00,7.012458864032354577e-02
-7.362500000000000711e-01,6.533891500580467637e-01,3.772344016715941106e-01,-9.399261390741724398e+00,7.060310228698057911e-02
-7.349999999999999867e-01,6.522798306182197026e-01,3.765939357943927090e-01,-9.367270705090223970e+00,7.108388915761230942e-02
-7.337500000000000133e-01,6.511705111783928634e-01,3.759534699171913630e-01,-9.335334379142469885e+00,7.156694925221858405e-02
-7.325000000000000400e-01,6.500611917385660243e-01,3.753130040399900169e-01,-9.303452412898455037e+00,7.205228257079947241e-02
-7.312500000000000666e-01,6.489518722987390742e-01,3.746725381627887264e-01,-9.271624806358179427e+00,7.253988911335500223e-02
-7.299999999999999822e-01,6.478425528589121241e-01,3.740320722855873248e-01,-9.239851559521644830e+00,7.302976887988517352e-02
-7.287500000000000089e-01,6.467332334190852849e-01,3.733916064083859787e-01,-9.208132672388853024e+00,7.352192187038990301e-02
-7.275000000000000355e-01,6.456239139792583348e-01,3.727511405311846326e-01,-9.176468144959800455e+00,7.401634808486932948e-02
-7.262500000000000622e-01,6.445145945394314957e-01,3.721106746539832866e-01,-9.144857977234492452e+00,7.451304752332328640e-02
-7.249999999999999778e-01,6.434052750996045456e-01,3.714702087767819405e-01,-9.113302169212920134e+00,7.501202018575194030e-02
-7.237500000000000044e-01,6.422959556597775954e-01,3.708297428995805944e-01,-9.081800720895088830e+00,7.551326607215518016e-02
-7.225000000000000311e-01,6.411866362199507563e-01,3.701892770223792484e-01,-9.050353632281002092e+00,7.601678518253300598e-02
-7.212500000000000577e-01,6.400773167801238062e-01,3.695488111451779023e-01,-9.018960903370656368e+00,7.652257751688550103e-02
-7.200000000000000844e-01,6.389679973402969670e-01,3.689083452679765562e-01,-8.987622534164048105e+00,7.703064307521255427e-02
-7.187500000000000000e-01,6.378586779004700169e-01,3.682678793907752102e-01,-8.956338524661182632e+00,7.754098185751427674e-02
-7.175000000000000266e-01,6.367493584606430668e-01,3.676274135135738641e-01,-8.925108874862056396e+00,7.805359386379061293e-02
-7.162500000000000533e-01,6.356400390208162277e-01,3.669869476363725180e-01,-8.893933584766672951e+00,7.856847909404156283e-02
-7.150000000000000799e-01,6.345307195809893885e-01,3.663464817591711720e-01,-8.862812654375032295e+00,7.908563754826707093e-02
-7.137499999999999956e-01,6.334214001411623274e-01,3.657060158819697704e-01,-8.831746083687125548e+00,7.960506922646733152e-02
-7.125000000000000222e-01,6.323120807013354883e-01,3.650655500047684798e-01,-8.800733872702966920e+00,8.012677412864206705e-02
-7.112500000000000488e-01,6.312027612615086491e-01,3.644250841275671338e-01,-8.769776021422545753e+00,8.065075225479147181e-02
-7.100000000000000755e-01,6.300934418216816990e-01,3.637846182503657877e-01,-8.738872529845865600e+00,8.117700360491551803e-02
-7.087499999999999911e-01,6.289841223818547489e-01,3.631441523731643861e-01,-8.708023397972924684e+00,8.170552817901419185e-02
-7.075000000000000178e-01,6.278748029420279098e-01,3.625036864959630400e-01,-8.677228625803728335e+00,8.223632597708745162e-02
-7.062500000000000444e-01,6.267654835022009596e-01,3.618632206187617495e-01,-8.646488213338271223e+00,8.276939699913533899e-02
-7.050000000000000711e-01,6.256561640623741205e-01,3.612227547415604034e-01,-8.615802160576555124e+00,8.330474124515781231e-02
-7.037499999999999867e-01,6.245468446225471704e-01,3.605822888643590018e-01,-8.585170467518580040e+00,8.384235871515494098e-02
-7.025000000000000133e-01,6.234375251827202202e-01,3.599418229871576558e-01,-8.554593134164342416e+00,8.438224940912673888e-02
-7.012500000000000400e-01,6.223282057428933811e-01,3.593013571099563097e-01,-8.524070160513851135e+00,8.492441332707302559e-02
-7.000000000000000666e-01,6.212188863030665420e-01,3.586608912327550192e-01,-8.493601546567100868e+00,8.546885046899398153e-02
-6.987499999999999822e-01,6.201095668632394808e-01,3.580204253555536176e-01,-8.463187292324084510e+00,8.601556083488963445e-02
-6.975000000000000089e-01,6.190002474234126417e-01,3.573799594783522715e-01,-8.432827397784816270e+00,8.656454442475983169e-02
-6.962500000000000355e-01,6.178909279835858026e-01,3.567394936011509254e-01,-8.402521862949285492e+00,8.711580123860462876e-02
-6.950000000000000622e-01,6.167816085437588525e-01,3.560990277239495794e-01,-8.372270687817493950e+00,8.766933127642410895e-02
-6.937499999999999778e-01,6.156722891039319023e-01,3.554585618467482333e-01,-8.342073872389446976e+00,8.822513453821818896e-02
-6.925000000000000044e-01,6.145629696641050632e-01,3.548180959695468872e-01,-8.311931416665139238e+00,8.878321102398682718e-02
-6.912500000000000311e-01,6.134536502242781131e-01,3.541776300923455412e-01,-8.281843320644570738e+00,8.934356073373016238e-02
-6.900000000000000577e-01,6.123443307844512740e-01,3.535371642151441951e-01,-8.251809584327746805e+00,8.990618366744804191e-02
-6.887500000000000844e-01,6.112350113446243238e-01,3.528966983379428490e-01,-8.221830207714660332e+00,9.047107982514060454e-02
-6.875000000000000000e-01,6.101256919047973737e-01,3.522562324607415030e-01,-8.191905190805314874e+00,9.103824920680776700e-02
-6.862500000000000266e-01,6.090163724649705346e-01,3.516157665835401569e-01,-8.162034533599713981e+00,9.160769181244950154e-02
-6.850000000000000533e-01,6.079070530251435844e-01,3.509753007063388108e-01,-8.132218236097848774e+00,9.217940764206593307e-02
-6.837500000000000799e-01,6.067977335853167453e-01,3.503348348291374648e-01,-8.102456298299729909e+00,9.275339669565690892e-02
-6.824999999999999956e-01,6.056884141454897952e-01,3.496943689519360632e-01,-8.072748720205346729e+00,9.332965897322255400e-02
-6.812500000000000222e-01,6.045790947056628450e-01,3.490539030747347726e-01,-8.043095501814706338e+00,9.390819447476279891e-02
-6.800000000000000488e-01,6.034697752658360059e-01,3.484134371975334266e-01,-8.013496643127810515e+00,9.448900320027765753e-02
-6.787500000000000755e-01,6.023604558260091668e-01,3.477729713203320805e-01,-7.983952144144653928e+00,9.507208514976708824e-02
-6.774999999999999911e-01,6.012511363861821057e-01,3.471325054431306789e-01,-7.954462004865232139e+00,9.565744032323127144e-02
-6.762500000000000178e-01,6.001418169463552665e-01,3.464920395659293328e-01,-7.925026225289557580e+00,9.624506872066992957e-02
-6.750000000000000444e-01,5.990324975065284274e-01,3.458515736887280423e-01,-7.895644805417623147e+00,9.683497034208324306e-02
-6.737500000000000711e-01,5.979231780667014773e-01,3.452111078115266962e-01,-7.866317745249427951e+00,9.742714518747121188e-02
-6.724999999999999867e-01,5.968138586268745271e-01,3.445706419343252946e-01,-7.837045044784972880e+00,9.802159325683380831e-02
-6.712500000000000133e-01,5.957045391870476880e-01,3.439301760571239486e-01,-7.807826704024260600e+00,9.861831455017096293e-02
-6.700000000000000400e-01,5.945952197472207379e-01,3.432897101799226025e-01,-7.778662722967286669e+00,9.921730906748278678e-02
-6.687500000000000666e-01,5.934859003073938988e-01,3.426492443027213119e-01,-7.749553101614058193e+00,9.981857680876918271e-02
-6.674999999999999822e-01,5.923765808675669486e-01,3.420087784255199104e-01,-7.720497839964565401e+00,1.004221177740302479e-01
-6.662500000000000089e-01,5.912672614277399985e-01,3.413683125483185643e-01,-7.691496938018815399e+00,1.010279319632659267e-01
-6.650000000000000355e-01,5.901579419879131594e-01,3.407278466711172182e-01,-7.662550395776809076e+00,1.016360193764761638e-01
-6.637500000000000622e-01,5.890486225480862092e-01,3.400873807939158722e-01,-7.633658213238539325e+00,1.022463800136610562e-01
-6.624999999999999778e-01,5.879393031082592591e-01,3.394469149167145261e-01,-7.604820390404011476e+00,1.028590138748205901e-01
-6.612500000000000044e-01,5.868299836684324200e-01,3.388064490395131800e-01,-7.576036927273226418e+00,1.034739209599546822e-01
-6.600000000000000311e-01,5.857206642286054699e-01,3.381659831623118340e-01,-7.547307823846180597e+00,1.040911012690634574e-01
-6.587500000000000577e-01,5.846113447887786307e-01,3.375255172851104879e-01,-7.518633080122875789e+00,1.047105548021468047e-01
-6.575000000000000844e-01,5.835020253489517916e-01,3.368850514079091973e-01,-7.490012696103315548e+00,1.053322815592047518e-01
-6.562500000000000000e-01,5.823927059091247305e-01,3.362445855307077958e-01,-7.461446671787488327e+00,1.059562815402374097e-01
-6.550000000000000266e-01,5.812833864692978914e-01,3.356041196535064497e-01,-7.432935007175409226e+00,1.065825547452445843e-01
-6.537500000000000533e-01,5.801740670294710522e-01,3.349636537763051036e-01,-7.404477702267068473e+00,1.072111011742264280e-01
-6.525000000000000799e-01,5.790647475896441021e-01,3.343231878991037576e-01,-7.376074757062466958e+00,1.078419208271828716e-01
-6.512499999999999956e-01,5.779554281498171520e-01,3.336827220219023560e-01,-7.347726171561606456e+00,1.084750137041139706e-01
-6.500000000000000222e-01,5.768461087099903128e-01,3.330422561447010654e-01,-7.319431945764489633e+00,1.091103798050196277e-01
-6.487500000000000488e-01,5.757367892701633627e-01,3.324017902674997194e-01,-7.291192079671110271e+00,1.097480191298999680e-01
-6.475000000000000755e-01,5.746274698303365236e-01,3.317613243902983733e-01,-7.263006573281475475e+00,1.103879316787548664e-01
-6.462499999999999911e-01,5.735181503905095735e-01,3.311208585130969717e-01,-7.234875426595578141e+00,1.110301174515844341e-01
-6.450000000000000178e-01,5.724088309506826233e-01,3.304803926358956812e-01,-7.206798639613423596e+00,1.116745764483885739e-01
-6.437500000000000444e-01,5.712995115108557842e-01,3.298399267586943351e-01,-7.178776212335010065e+00,1.123213086691673412e-01
-6.425000000000000711e-01,5.701901920710289451e-01,3.291994608814929890e-01,-7.150808144760338436e+00,1.129703141139207084e-01
-6.412499999999999867e-01,5.690808726312018839e-01,3.285589950042915874e-01,-7.122894436889401604e+00,1.136215927826488281e-01
-6.400000000000000133e-01,5.679715531913750448e-01,3.279185291270902414e-01,-7.095035088722212002e+00,1.142751446753513950e-01
-6.387500000000000400e-01,5.668622337515482057e-01,3.272780632498889508e-01,-7.067230100258763414e+00,1.149309697920286033e-01
-6.375000000000000666e-01,5.657529143117212556e-01,3.266375973726876047e-01,-7.039479471499052288e+00,1.155890681326805086e-01
-6.362499999999999822e-01,5.646435948718943054e-01,3.259971314954862032e-01,-7.011783202443081287e+00,1.162494396973070693e-01
-6.350000000000000089e-01,5.635342754320674663e-01,3.253566656182848571e-01,-6.984141293090854852e+00,1.169120844859080771e-01
-6.337500000000000355e-01,5.624249559922405162e-01,3.247161997410835110e-01,-6.956553743442367654e+00,1.175770024984838097e-01
-6.325000000000000622e-01,5.613156365524136771e-01,3.240757338638822205e-01,-6.929020553497622359e+00,1.182441937350341005e-01
-6.312499999999999778e-01,5.602063171125867269e-01,3.234352679866808189e-01,-6.901541723256614524e+00,1.189136581955591160e-01
-6.300000000000000044e-01,5.590969976727597768e-01,3.227948021094794728e-01,-6.874117252719349480e+00,1.195853958800587175e-01
-6.287500000000000311e-01,5.579876782329329377e-01,3.221543362322781268e-01,-6.846747141885827226e+00,1.202594067885328771e-01
-6.275000000000000577e-01,5.568783587931059875e-01,3.215138703550767807e-01,-6.819431390756044209e+00,1.209356909209817338e-01
-6.262500000000000844e-01,5.557690393532791484e-01,3.208734044778754901e-01,-6.792169999330003094e+00,1.216142482774050931e-01
-6.250000000000000000e-01,5.546597199134521983e-01,3.202329386006740886e-01,-6.764962967607700328e+00,1.222950788578032050e-01
-6.237500000000000266e-01,5.535504004736252481e-01,3.195924727234727425e-01,-6.737810295589140352e+00,1.229781826621758750e-01
-6.225000000000000533e-01,5.524410810337984090e-01,3.189520068462713964e-01,-6.710711983274321391e+00,1.236635596905230755e-01
-6.212500000000000799e-01,5.513317615939715699e-01,3.183115409690700504e-01,-6.683668030663242554e+00,1.243512099428449452e-01
-6.199999999999999956e-01,5.502224421541445087e-01,3.176710750918687043e-01,-6.656678437755902955e+00,1.250411334191415258e-01
-6.187500000000000222e-01,5.491131227143176696e-01,3.170306092146673582e-01,-6.629743204552307034e+00,1.257333301194126507e-01
-6.175000000000000488e-01,5.480038032744908305e-01,3.163901433374660122e-01,-6.602862331052453015e+00,1.264278000436583616e-01
-6.162500000000000755e-01,5.468944838346638804e-01,3.157496774602646661e-01,-6.576035817256335569e+00,1.271245431918787694e-01
-6.149999999999999911e-01,5.457851643948369302e-01,3.151092115830632645e-01,-6.549263663163961802e+00,1.278235595640738187e-01
-6.137500000000000178e-01,5.446758449550100911e-01,3.144687457058619739e-01,-6.522545868775329936e+00,1.285248491602433707e-01
-6.125000000000000444e-01,5.435665255151831410e-01,3.138282798286606279e-01,-6.495882434090436419e+00,1.292284119803875919e-01
-6.112500000000000711e-01,5.424572060753563019e-01,3.131878139514592818e-01,-6.469273359109285693e+00,1.299342480245063713e-01
-6.099999999999999867e-01,5.413478866355293517e-01,3.125473480742578802e-01,-6.442718643831873315e+00,1.306423572925998755e-01
-6.087500000000000133e-01,5.402385671957024016e-01,3.119068821970565342e-01,-6.416218288258202840e+00,1.313527397846679934e-01
-6.075000000000000400e-01,5.391292477558755625e-01,3.112664163198552436e-01,-6.389772292388274266e+00,1.320653955007106695e-01
-6.062500000000000666e-01,5.380199283160486123e-01,3.106259504426538975e-01,-6.363380656222084930e+00,1.327803244407279593e-01
-6.049999999999999822e-01,5.369106088762216622e-01,3.099854845654524960e-01,-6.337043379759636608e+00,1.334975266047199183e-01
-6.037500000000000089e-01,5.358012894363948231e-01,3.093450186882511499e-01,-6.310760463000931964e+00,1.342170019926864910e-01
-6.025000000000000355e-01,5.346919699965678729e-01,3.087045528110498038e-01,-6.284531905945965669e+00,1.349387506046276497e-01
-6.012500000000000622e-01,5.335826505567410338e-01,3.080640869338485133e-01,-6.258357708594742164e+00,1.356627724405433943e-01
-5.999999999999999778e-01,5.324733311169140837e-01,3.074236210566471117e-01,-6.232237870947257008e+00,1.363890675004338360e-01
-5.987500000000000044e-01,5.313640116770871336e-01,3.067831551794457656e-01,-6.206172393003512866e+00,1.371176357842988636e-01
-5.975000000000000311e-01,5.302546922372602944e-01,3.061426893022444196e-01,-6.180161274763510626e+00,1.378484772921385049e-01
-5.962500000000000577e-01,5.291453727974334553e-01,3.055022234250430735e-01,-6.154204516227250288e+00,1.385815920239527044e-01
-5.950000000000000844e-01,5.280360533576065052e-01,3.048617575478417829e-01,-6.128302117394730963e+00,1.393169799797415731e-01
-5.937500000000000000e-01,5.269267339177795550e-01,3.042212916706403814e-01,-6.102454078265949988e+00,1.400546411595050833e-01
-5.925000000000000266e-01,5.258174144779527159e-01,3.035808257934390353e-01,-6.076660398840912691e+00,1.407945755632432072e-01
-5.912500000000000533e-01,5.247080950381257658e-01,3.029403599162376892e-01,-6.050921079119612855e+00,1.415367831909559448e-01
-5.900000000000000799e-01,5.235987755982989267e-01,3.022998940390363432e-01,-6.025236119102057586e+00,1.422812640426432407e-01
-5.887499999999999956e-01,5.224894561584719765e-01,3.016594281618349971e-01,-5.999605518788239777e+00,1.430280181183052335e-01
-5.875000000000000222e-01,5.213801367186450264e-01,3.010189622846336510e-01,-5.974029278178162983e+00,1.437770454179418400e-01
-5.862500000000000488e-01,5.202708172788181873e-01,3.003784964074323049e-01,-5.948507397271830754e+00,1.445283459415530047e-01
-5.850000000000000755e-01,5.191614978389913482e-01,2.997380305302309589e-01,-5.923039876069237764e+00,1.452819196891387832e-01
-5.837499999999999911e-01,5.180521783991642870e-01,2.990975646530295573e-01,-5.897626714570382234e+00,1.460377666606992864e-01
-5.825000000000000178e-01,5.169428589593374479e-01,2.984570987758282667e-01,-5.872267912775272158e+00,1.467958868562342922e-01
-5.812500000000000444e-01,5.158335395195106088e-01,2.978166328986269207e-01,-5.846963470683901321e+00,1.475562802757439396e-01
-5.800000000000000711e-01,5.147242200796836586e-01,2.971761670214255746e-01,-5.821713388296269720e+00,1.483189469192282561e-01
-5.787499999999999867e-01,5.136149006398567085e-01,2.965357011442241730e-01,-5.796517665612379133e+00,1.490838867866871864e-01
-5.775000000000000133e-01,5.125055812000298694e-01,2.958952352670228270e-01,-5.771376302632233113e+00,1.498510998781207304e-01
-5.762500000000000400e-01,5.113962617602029193e-01,2.952547693898215364e-01,-5.746289299355825442e+00,1.506205861935288604e-01
-5.750000000000000666e-01,5.102869423203760801e-01,2.946143035126201903e-01,-5.721256655783159673e+00,1.513923457329115763e-01
-5.737499999999999822e-01,5.091776228805491300e-01,2.939738376354187888e-01,-5.696278371914232252e+00,1.521663784962689892e-01
-5.725000000000000089e-01,5.080683034407221799e-01,2.933333717582174427e-01,-5.671354447749045846e+00,1.529426844836009602e-01
-5.712500000000000355e-01,5.069589840008953407e-01,2.926929058810160966e-01,-5.646484883287603118e+00,1.537212636949076006e-01
-5.700000000000000622e-01,5.058496645610683906e-01,2.920524400038148061e-01,-5.621669678529899628e+00,1.545021161301888268e-01
-5.687499999999999778e-01,5.047403451212414405e-01,2.914119741266134045e-01,-5.596908833475935374e+00,1.552852417894447223e-01
-5.675000000000000044e-01,5.036310256814146014e-01,2.907715082494120584e-01,-5.572202348125716576e+00,1.560706406726751205e-01
-5.662500000000000311e-01,5.025217062415876512e-01,2.901310423722107124e-01,-5.547550222479233462e+00,1.568583127798802712e-01
-5.650000000000000577e-01,5.014123868017608121e-01,2.894905764950093663e-01,-5.522952456536495802e+00,1.576482581110599246e-01
-5.637500000000000844e-01,5.003030673619339730e-01,2.888501106178080757e-01,-5.498409050297497380e+00,1.584404766662141917e-01
-5.625000000000000000e-01,4.991937479221069673e-01,2.882096447406066742e-01,-5.473920003762238196e+00,1.592349684453431835e-01
-5.612500000000000266e-01,4.980844284822800727e-01,2.875691788634053281e-01,-5.449485316930720913e+00,1.600317334484467058e-01
-5.600000000000000533e-01,4.969751090424531781e-01,2.869287129862039820e-01,-5.425104989802943756e+00,1.608307716755248973e-01
-5.587500000000000799e-01,4.958657896026263390e-01,2.862882471090026915e-01,-5.400779022378910277e+00,1.616320831265776470e-01
-5.574999999999999956e-01,4.947564701627993333e-01,2.856477812318012899e-01,-5.376507414658613371e+00,1.624356678016051492e-01
-5.562500000000000222e-01,4.936471507229724387e-01,2.850073153545999438e-01,-5.352290166642059255e+00,1.632415257006071818e-01
-5.550000000000000488e-01,4.925378312831455441e-01,2.843668494773985977e-01,-5.328127278329246153e+00,1.640496568235838282e-01
-5.537500000000000755e-01,4.914285118433187050e-01,2.837263836001972517e-01,-5.304018749720175840e+00,1.648600611705350050e-01
-5.524999999999999911e-01,4.903191924034916993e-01,2.830859177229958501e-01,-5.279964580814842989e+00,1.656727387414609343e-01
-5.512500000000000178e-01,4.892098729636648047e-01,2.824454518457945595e-01,-5.255964771613252928e+00,1.664876895363614495e-01
-5.500000000000000444e-01,4.881005535238379656e-01,2.818049859685932135e-01,-5.232019322115403881e+00,1.673049135552364952e-01
-5.487500000000000711e-01,4.869912340840110709e-01,2.811645200913918674e-01,-5.208128232321295847e+00,1.681244107980862379e-01
-5.474999999999999867e-01,4.858819146441840653e-01,2.805240542141904658e-01,-5.184291502230926163e+00,1.689461812649107053e-01
-5.462500000000000133e-01,4.847725952043572262e-01,2.798835883369891753e-01,-5.160509131844301045e+00,1.697702249557096199e-01
-5.450000000000000400e-01,4.836632757645303315e-01,2.792431224597878292e-01,-5.136781121161415165e+00,1.705965418704832037e-01
-5.437500000000000666e-01,4.825539563247034369e-01,2.786026565825864831e-01,-5.113107470182269410e+00,1.714251320092314013e-01
-5.424999999999999822e-01,4.814446368848764868e-01,2.779621907053850816e-01,-5.089488178906864668e+00,1.722559953719542680e-01
-5.412500000000000089e-01,4.803353174450495922e-01,2.773217248281837355e-01,-5.065923247335200941e+00,1.730891319586516652e-01
-5.400000000000000355e-01,4.792259980052226975e-01,2.766812589509824449e-01,-5.042412675467278227e+00,1.739245417693237317e-01
-5.387500000000000622e-01,4.781166785653958029e-01,2.760407930737810989e-01,-5.018956463303096527e+00,1.747622248039704118e-01
-5.374999999999999778e-01,4.770073591255688528e-01,2.754003271965796973e-01,-4.995554610842654952e+00,1.756021810625917334e-01
-5.362500000000000044e-01,4.758980396857419581e-01,2.747598613193783512e-01,-4.972207118085955280e+00,1.764444105451876410e-01
-5.350000000000000311e-01,4.747887202459150635e-01,2.741193954421770052e-01,-4.948913985032995733e+00,1.772889132517581623e-01
-5.337500000000000577e-01,4.736794008060882244e-01,2.734789295649757146e-01,-4.925675211683778976e+00,1.781356891823032695e-01
-5.324999999999999734e-01,4.725700813662612187e-01,2.728384636877743130e-01,-4.902490798038298792e+00,1.789847383368230738e-01
-5.312500000000000000e-01,4.714607619264343241e-01,2.721979978105729669e-01,-4.879360744096563174e+00,1.798360607153174362e-01
-5.300000000000000266e-01,4.703514424866074850e-01,2.715575319333716209e-01,-4.856285049858568570e+00,1.806896563177864401e-01
-5.287500000000000533e-01,4.692421230467805904e-01,2.709170660561702748e-01,-4.833263715324313203e+00,1.815455251442300577e-01
-5.275000000000000799e-01,4.681328036069536958e-01,2.702766001789689843e-01,-4.810296740493799739e+00,1.824036671946482890e-01
-5.262499999999999956e-01,4.670234841671267456e-01,2.696361343017675827e-01,-4.787384125367025511e+00,1.832640824690411896e-01
-5.250000000000000222e-01,4.659141647272998510e-01,2.689956684245662366e-01,-4.764525869943994074e+00,1.841267709674086206e-01
-5.237500000000000488e-01,4.648048452874729564e-01,2.683552025473648905e-01,-4.741721974224702763e+00,1.849917326897507208e-01
-5.225000000000000755e-01,4.636955258476460617e-01,2.677147366701635445e-01,-4.718972438209152465e+00,1.858589676360674348e-01
-5.212499999999999911e-01,4.625862064078191116e-01,2.670742707929621984e-01,-4.696277261897342292e+00,1.867284758063587347e-01
-5.200000000000000178e-01,4.614768869679922170e-01,2.664338049157608523e-01,-4.673636445289273134e+00,1.876002572006246760e-01
-5.187500000000000444e-01,4.603675675281653223e-01,2.657933390385595063e-01,-4.651049988384945877e+00,1.884743118188652589e-01
-5.175000000000000711e-01,4.592582480883384832e-01,2.651528731613581602e-01,-4.628517891184359634e+00,1.893506396610803999e-01
-5.162499999999999867e-01,4.581489286485114776e-01,2.645124072841567586e-01,-4.606040153687510852e+00,1.902292407272702379e-01
-5.150000000000000133e-01,4.570396092086845830e-01,2.638719414069554681e-01,-4.583616775894405748e+00,1.911101150174346897e-01
-5.137500000000000400e-01,4.559302897688577438e-01,2.632314755297541220e-01,-4.561247757805042546e+00,1.919932625315736718e-01
-5.125000000000000666e-01,4.548209703290308492e-01,2.625910096525527759e-01,-4.538933099419418582e+00,1.928786832696873232e-01
-5.112499999999999822e-01,4.537116508892038436e-01,2.619505437753513744e-01,-4.516672800737534743e+00,1.937663772317756161e-01
-5.100000000000000089e-01,4.526023314493770044e-01,2.613100778981500283e-01,-4.494466861759392806e+00,1.946563444178385227e-01
-5.087500000000000355e-01,4.514930120095501098e-01,2.606696120209487377e-01,-4.472315282484992771e+00,1.955485848278760153e-01
-5.075000000000000622e-01,4.503836925697232152e-01,2.600291461437473917e-01,-4.450218062914332862e+00,1.964430984618881215e-01
-5.062499999999999778e-01,4.492743731298962651e-01,2.593886802665459901e-01,-4.428175203047412190e+00,1.973398853198748970e-01
-5.050000000000000044e-01,4.481650536900693704e-01,2.587482143893446440e-01,-4.406186702884235196e+00,1.982389454018362307e-01
-5.037500000000000311e-01,4.470557342502424758e-01,2.581077485121432979e-01,-4.384252562424796551e+00,1.991402787077722059e-01
-5.025000000000000577e-01,4.459464148104155812e-01,2.574672826349420074e-01,-4.362372781669099808e+00,2.000438852376827947e-01
-5.012499999999999734e-01,4.448370953705886310e-01,2.568268167577406058e-01,-4.340547360617143191e+00,2.009497649915679973e-01
-5.000000000000000000e-01,4.437277759307617364e-01,2.561863508805392597e-01,-4.318776299268929364e+00,2.018579179694278136e-01
-4.987500000000000266e-01,4.426184564909348418e-01,2.555458850033379137e-01,-4.297059597624454774e+00,2.027683441712622714e-01
-4.975000000000000533e-01,4.415091370511080027e-01,2.549054191261365676e-01,-4.275397255683721198e+00,2.036810435970713429e-01
-4.962500000000000799e-01,4.403998176112811080e-01,2.542649532489352771e-01,-4.253789273446729524e+00,2.045960162468550003e-01
-4.949999999999999956e-01,4.392904981714541024e-01,2.536244873717338755e-01,-4.232235650913476199e+00,2.055132621206134103e-01
-4.937500000000000222e-01,4.381811787316272078e-01,2.529840214945325294e-01,-4.210736388083965664e+00,2.064327812183462951e-01
-4.925000000000000488e-01,4.370718592918003687e-01,2.523435556173311833e-01,-4.189291484958197032e+00,2.073545735400537660e-01
-4.912500000000000755e-01,4.359625398519734740e-01,2.517030897401298373e-01,-4.167900941536168524e+00,2.082786390857359060e-01
-4.899999999999999911e-01,4.348532204121464684e-01,2.510626238629284912e-01,-4.146564757817878366e+00,2.092049778553927708e-01
-4.887500000000000178e-01,4.337439009723196293e-01,2.504221579857271451e-01,-4.125282933803332774e+00,2.101335898490240828e-01
-4.875000000000000444e-01,4.326345815324927346e-01,2.497816921085257991e-01,-4.104055469492525532e+00,2.110644750666301195e-01
-4.862500000000000711e-01,4.315252620926658400e-01,2.491412262313244530e-01,-4.082882364885460191e+00,2.119976335082107144e-01
-4.849999999999999867e-01,4.304159426528388899e-01,2.485007603541230792e-01,-4.061763619982134976e+00,2.129330651737660340e-01
-4.837500000000000133e-01,4.293066232130119952e-01,2.478602944769217331e-01,-4.040699234782550775e+00,2.138707700632958841e-01
-4.825000000000000400e-01,4.281973037731851006e-01,2.472198285997204148e-01,-4.019689209286707587e+00,2.148107481768004035e-01
-4.812500000000000666e-01,4.270879843333582060e-01,2.465793627225190687e-01,-3.998733543494605414e+00,2.157529995142794810e-01
-4.799999999999999822e-01,4.259786648935312559e-01,2.459388968453176672e-01,-3.977832237406243365e+00,2.166975240757332000e-01
-4.787500000000000089e-01,4.248693454537043612e-01,2.452984309681163488e-01,-3.956985291021622775e+00,2.176443218611615049e-01
-4.775000000000000355e-01,4.237600260138774666e-01,2.446579650909150028e-01,-3.936192704340743642e+00,2.185933928705644513e-01
-4.762500000000000622e-01,4.226507065740506275e-01,2.440174992137136845e-01,-3.915454477363605967e+00,2.195447371039419282e-01
-4.749999999999999778e-01,4.215413871342236218e-01,2.433770333365122829e-01,-3.894770610090206642e+00,2.204983545612942963e-01
-4.737500000000000044e-01,4.204320676943967272e-01,2.427365674593109646e-01,-3.874141102520549662e+00,2.214542452426211117e-01
-4.725000000000000311e-01,4.193227482545698881e-01,2.420961015821096185e-01,-3.853565954654634584e+00,2.224124091479224297e-01
-4.712500000000000577e-01,4.182134288147429935e-01,2.414556357049082724e-01,-3.833045166492459632e+00,2.233728462771984724e-01
-4.699999999999999734e-01,4.171041093749159878e-01,2.408151698277068986e-01,-3.812578738034023473e+00,2.243355566304491844e-01
